match_id,team,action_type,hero,lane,is_winner
M179,btr,ban,kalea,first,0
M179,btr,ban,harith,first,0
M179,btr,ban,franco,second,0
M179,btr,ban,tigreal,second,0
M179,ae,pick,badang,exp,1
M179,ae,pick,baxia,jungler,1
M179,ae,pick,luo yi,mid,1
M179,ae,pick,granger,gold,1
M179,ae,pick,angela,roam,1
M179,btr,pick,phoveus,exp,0
M179,btr,pick,joy,jungler,0
M179,btr,pick,selena,mid,0
M179,btr,pick,moskov,gold,0
M179,btr,pick,gatotkaca,roam,0
M180,ae,ban,masha,first,1
M180,ae,ban,fredrinn,first,1
M180,ae,ban,zhuxin,first,1
M180,ae,ban,selena,second,1
M180,ae,ban,valentina,second,1
M180,btr,ban,hayabusa,first,0
M180,btr,ban,ling,first,0
M180,btr,ban,joy,first,0
M180,btr,ban,cici,second,0
M180,btr,ban,franco,second,0
M180,ae,pick,lukas,exp,1
M180,ae,pick,xborg,jungler,1
M180,ae,pick,luo yi,mid,1
M180,ae,pick,granger,gold,1
M180,ae,pick,khaleed,roam,1
M180,btr,pick,benedetta,exp,0
M180,btr,pick,baxia,jungler,0
M180,btr,pick,pharsa,mid,0
M180,btr,pick,harith,gold,0
M180,btr,pick,kalea,roam,0
M181,rrq,ban,granger,first,1
M181,rrq,ban,chip,first,1
M181,rrq,ban,hilda,first,1
M181,rrq,ban,gatotkaca,second,1
M181,rrq,ban,beatrix,second,1
M181,navi,ban,luo yi,first,0
M181,navi,ban,harith,first,0
M181,navi,ban,kalea,first,0
M181,navi,ban,phoveus,second,0
M181,navi,ban,franco,second,0
M181,rrq,pick,badang,exp,1
M181,rrq,pick,joy,jungler,1
M181,rrq,pick,selena,mid,1
M181,rrq,pick,wanwan,gold,1
M181,rrq,pick,baxia,roam,1
M181,navi,pick,gloo,exp,0
M181,navi,pick,hayabusa,jungler,0
M181,navi,pick,valentina,mid,0
M181,navi,pick,irithel,gold,0
M181,navi,pick,chou,roam,0
M182,rrq,ban,hilda,first,1
M182,rrq,ban,granger,first,1
M182,rrq,ban,chip,first,1
M182,rrq,ban,phoveus,second,1
M182,rrq,ban,moskov,second,1
M182,navi,ban,kalea,first,0
M182,navi,ban,luo yi,first,0
M182,navi,ban,badang,first,0
M182,navi,ban,pharsa,second,0
M182,navi,ban,valentina,second,0
M182,rrq,pick,terizla,exp,1
M182,rrq,pick,ling,jungler,1
M182,rrq,pick,faramis,mid,1
M182,rrq,pick,harith,gold,1
M182,rrq,pick,chou,roam,1
M182,navi,pick,baxia,exp,0
M182,navi,pick,fanny,jungler,0
M182,navi,pick,kimmy,mid,0
M182,navi,pick,bruno,gold,0
M182,navi,pick,ruby,roam,0
M183,onic,ban,fanny,first,1
M183,onic,ban,joy,first,1
M183,onic,ban,ling,first,1
M183,onic,ban,gloo,second,1
M183,onic,ban,mathilda,second,1
M183,liquid,ban,hayabusa,first,0
M183,liquid,ban,baxia,first,0
M183,liquid,ban,fredrinn,first,0
M183,liquid,ban,wanwan,second,0
M183,liquid,ban,granger,second,0
M183,onic,pick,masha,exp,1
M183,onic,pick,kaja,jungler,1
M183,onic,pick,luo yi,mid,1
M183,onic,pick,irithel,gold,1
M183,onic,pick,chip,roam,1
M183,liquid,pick,badang,exp,0
M183,liquid,pick,suyou,jungler,0
M183,liquid,pick,pharsa,mid,0
M183,liquid,pick,harith,gold,0
M183,liquid,pick,kalea,roam,0
M184,onic,ban,ling,first,1
M184,onic,ban,joy,first,1
M184,onic,ban,chip,first,1
M184,onic,ban,alpha,second,1
M184,onic,ban,suyou,second,1
M184,liquid,ban,luo yi,first,0
M184,liquid,ban,fanny,first,0
M184,liquid,ban,kalea,first,0
M184,liquid,ban,zhuxin,second,0
M184,liquid,ban,yve,second,0
M184,onic,pick,gloo,exp,1
M184,onic,pick,hayabusa,jungler,1
M184,onic,pick,pharsa,mid,1
M184,onic,pick,irithel,gold,1
M184,onic,pick,badang,roam,1
M184,liquid,pick,phoveus,exp,0
M184,liquid,pick,lukas,jungler,0
M184,liquid,pick,faramis,mid,0
M184,liquid,pick,granger,gold,0
M184,liquid,pick,mathilda,roam,0
M185,onic,ban,fanny,first,0
M185,onic,ban,joy,first,0
M185,onic,ban,ling,first,0
M185,onic,ban,cici,second,0
M185,onic,ban,phoveus,second,0
M185,liquid,ban,hayabusa,first,1
M185,liquid,ban,luo yi,first,1
M185,liquid,ban,chip,first,1
M185,liquid,ban,kimmy,second,1
M185,liquid,ban,pharsa,second,1
M185,onic,pick,gloo,exp,0
M185,onic,pick,suyou,jungler,0
M185,onic,pick,faramis,mid,0
M185,onic,pick,granger,gold,0
M185,onic,pick,franco,roam,0
M185,liquid,pick,gatotkaca,exp,1
M185,liquid,pick,alpha,jungler,1
M185,liquid,pick,zhuxin,mid,1
M185,liquid,pick,moskov,gold,1
M185,liquid,pick,mathilda,roam,1
M186,onic,ban,fanny,first,1
M186,onic,ban,joy,first,1
M186,onic,ban,ling,first,1
M186,onic,ban,moskov,second,1
M186,onic,ban,harith,second,1
M186,liquid,ban,chip,first,0
M186,liquid,ban,luo yi,first,0
M186,liquid,ban,hayabusa,first,0
M186,liquid,ban,lancelot,second,0
M186,liquid,ban,beatrix,second,0
M186,onic,pick,gloo,exp,1
M186,onic,pick,julian,jungler,1
M186,onic,pick,pharsa,mid,1
M186,onic,pick,granger,gold,1
M186,onic,pick,kalea,roam,1
M186,liquid,pick,gatotkaca,exp,0
M186,liquid,pick,alpha,jungler,0
M186,liquid,pick,zhuxin,mid,0
M186,liquid,pick,karrie,gold,0
M186,liquid,pick,mathilda,roam,0
M187,btr,ban,hayabusa,first,1
M187,btr,ban,joy,first,1
M187,btr,ban,phoveus,first,1
M187,btr,ban,valentina,second,1
M187,btr,ban,angela,second,1
M187,ae,ban,fredrinn,first,0
M187,ae,ban,masha,first,0
M187,ae,ban,chip,first,0
M187,ae,ban,gloo,second,0
M187,ae,ban,wanwan,second,0
M187,btr,pick,chou,exp,1
M187,btr,pick,lukas,jungler,1
M187,btr,pick,luo yi,mid,1
M187,btr,pick,granger,gold,1
M187,btr,pick,kalea,roam,1
M187,ae,pick,baxia,exp,0
M187,ae,pick,ling,jungler,0
M187,ae,pick,selena,mid,0
M187,ae,pick,harith,gold,0
M187,ae,pick,badang,roam,0
M188,btr,ban,hayabusa,first,1
M188,btr,ban,joy,first,1
M188,btr,ban,luo yi,first,1
M188,btr,ban,lukas,second,1
M188,btr,ban,gloo,second,1
M188,ae,ban,fredrinn,first,0
M188,ae,ban,masha,first,0
M188,ae,ban,chip,first,0
M188,ae,ban,wanwan,second,0
M188,ae,ban,beatrix,second,0
M188,btr,pick,phoveus,exp,1
M188,btr,pick,baxia,jungler,1
M188,btr,pick,pharsa,mid,1
M188,btr,pick,irithel,gold,1
M188,btr,pick,kalea,roam,1
M188,ae,pick,badang,exp,0
M188,ae,pick,lancelot,jungler,0
M188,ae,pick,yve,mid,0
M188,ae,pick,granger,gold,0
M188,ae,pick,gatotkaca,roam,0
M189,btr,ban,hayabusa,first,0
M189,btr,ban,joy,first,0
M189,btr,ban,luo yi,first,0
M189,btr,ban,angela,second,0
M189,btr,ban,irithel,second,0
M189,ae,ban,fredrinn,first,1
M189,ae,ban,masha,first,1
M189,ae,ban,chip,first,1
M189,ae,ban,hanzo,second,1
M189,ae,ban,gloo,second,1
M189,btr,pick,kalea,exp,0
M189,btr,pick,barats,jungler,0
M189,btr,pick,kimmy,mid,0
M189,btr,pick,granger,gold,0
M189,btr,pick,badang,roam,0
M189,ae,pick,phoveus,exp,1
M189,ae,pick,baxia,jungler,1
M189,ae,pick,pharsa,mid,1
M189,ae,pick,bruno,gold,1
M189,ae,pick,franco,roam,1
M190,btr,ban,hayabusa,first,0
M190,btr,ban,joy,first,0
M190,btr,ban,luo yi,first,0
M190,btr,ban,badang,second,0
M190,btr,ban,karrie,second,0
M190,ae,ban,fredrinn,first,1
M190,ae,ban,masha,first,1
M190,ae,ban,chip,first,1
M190,ae,ban,kalea,second,1
M190,ae,ban,chou,second,1
M190,btr,pick,phoveus,exp,0
M190,btr,pick,lukas,jungler,0
M190,btr,pick,pharsa,mid,0
M190,btr,pick,wanwan,gold,0
M190,btr,pick,mathilda,roam,0
M190,ae,pick,benedetta,exp,1
M190,ae,pick,baxia,jungler,1
M190,ae,pick,kimmy,mid,1
M190,ae,pick,irithel,gold,1
M190,ae,pick,franco,roam,1
M191,btr,ban,hayabusa,first,0
M191,btr,ban,joy,first,0
M191,btr,ban,franco,first,0
M191,btr,ban,cici,second,0
M191,btr,ban,phoveus,second,0
M191,ae,ban,fredrinn,first,1
M191,ae,ban,masha,first,1
M191,ae,ban,chip,first,1
M191,ae,ban,gloo,second,1
M191,ae,ban,hanzo,second,1
M191,btr,pick,kalea,exp,0
M191,btr,pick,barats,jungler,0
M191,btr,pick,luo yi,mid,0
M191,btr,pick,granger,gold,0
M191,btr,pick,floryn,roam,0
M191,ae,pick,badang,exp,1
M191,ae,pick,baxia,jungler,1
M191,ae,pick,kimmy,mid,1
M191,ae,pick,irithel,gold,1
M191,ae,pick,angela,roam,1
M192,geek,ban,hayabusa,first,0
M192,geek,ban,luo yi,first,0
M192,geek,ban,pharsa,first,0
M192,geek,ban,kalea,second,0
M192,geek,ban,franco,second,0
M192,onic,ban,fanny,first,1
M192,onic,ban,zhuxin,first,1
M192,onic,ban,faramis,first,1
M192,onic,ban,irithel,second,1
M192,onic,ban,granger,second,1
M192,geek,pick,gloo,exp,0
M192,geek,pick,fredrinn,jungler,0
M192,geek,pick,valentina,mid,0
M192,geek,pick,harith,gold,0
M192,geek,pick,chip,roam,0
M192,onic,pick,cici,exp,1
M192,onic,pick,baxia,jungler,1
M192,onic,pick,kimmy,mid,1
M192,onic,pick,wanwan,gold,1
M192,onic,pick,badang,roam,1
M193,geek,ban,hayabusa,first,0
M193,geek,ban,luo yi,first,0
M193,geek,ban,pharsa,first,0
M193,geek,ban,joy,second,0
M193,geek,ban,kalea,second,0
M193,onic,ban,fanny,first,1
M193,onic,ban,zhuxin,first,1
M193,onic,ban,faramis,first,1
M193,onic,ban,moskov,second,1
M193,onic,ban,harith,second,1
M193,geek,pick,xborg,exp,0
M193,geek,pick,fredrinn,jungler,0
M193,geek,pick,valentina,mid,0
M193,geek,pick,claude,gold,0
M193,geek,pick,chip,roam,0
M193,onic,pick,cici,exp,1
M193,onic,pick,baxia,jungler,1
M193,onic,pick,kimmy,mid,1
M193,onic,pick,irithel,gold,1
M193,onic,pick,badang,roam,1
M194,geek,ban,kimmy,first,1
M194,geek,ban,pharsa,first,1
M194,geek,ban,joy,first,1
M194,geek,ban,valentina,second,1
M194,geek,ban,yve,second,1
M194,onic,ban,fanny,first,0
M194,onic,ban,zhuxin,first,0
M194,onic,ban,luo yi,first,0
M194,onic,ban,granger,second,0
M194,onic,ban,wanwan,second,0
M194,geek,pick,hilda,exp,1
M194,geek,pick,suyou,jungler,1
M194,geek,pick,faramis,mid,1
M194,geek,pick,harith,gold,1
M194,geek,pick,kalea,roam,1
M194,onic,pick,esmeralda,exp,0
M194,onic,pick,hayabusa,jungler,0
M194,onic,pick,lylia,mid,0
M194,onic,pick,claude,gold,0
M194,onic,pick,chip,roam,0
M195,geek,ban,kimmy,first,0
M195,geek,ban,pharsa,first,0
M195,geek,ban,joy,first,0
M195,geek,ban,baxia,second,0
M195,geek,ban,fredrinn,second,0
M195,onic,ban,fanny,first,1
M195,onic,ban,zhuxin,first,1
M195,onic,ban,luo yi,first,1
M195,onic,ban,claude,second,1
M195,onic,ban,wanwan,second,1
M195,geek,pick,gloo,exp,0
M195,geek,pick,suyou,jungler,0
M195,geek,pick,faramis,mid,0
M195,geek,pick,granger,gold,0
M195,geek,pick,kalea,roam,0
M195,onic,pick,cici,exp,1
M195,onic,pick,ling,jungler,1
M195,onic,pick,yve,mid,1
M195,onic,pick,harith,gold,1
M195,onic,pick,badang,roam,1
M196,rrq,ban,kimmy,first,0
M196,rrq,ban,fredrinn,first,0
M196,rrq,ban,luo yi,first,0
M196,rrq,ban,harith,second,0
M196,rrq,ban,irithel,second,0
M196,ae,ban,chip,first,1
M196,ae,ban,zhuxin,first,1
M196,ae,ban,baxia,first,1
M196,ae,ban,valentina,second,1
M196,ae,ban,franco,second,1
M196,rrq,pick,phoveus,exp,0
M196,rrq,pick,joy,jungler,0
M196,rrq,pick,faramis,mid,0
M196,rrq,pick,granger,gold,0
M196,rrq,pick,gatotkaca,roam,0
M196,ae,pick,badang,exp,1
M196,ae,pick,hayabusa,jungler,1
M196,ae,pick,pharsa,mid,1
M196,ae,pick,natan,gold,1
M196,ae,pick,kalea,roam,1
M197,rrq,ban,kimmy,first,1
M197,rrq,ban,phoveus,first,1
M197,rrq,ban,luo yi,first,1
M197,rrq,ban,harith,second,1
M197,rrq,ban,karrie,second,1
M197,ae,ban,chip,first,0
M197,ae,ban,zhuxin,first,0
M197,ae,ban,baxia,first,0
M197,ae,ban,valentina,second,0
M197,ae,ban,selena,second,0
M197,rrq,pick,gloo,exp,1
M197,rrq,pick,joy,jungler,1
M197,rrq,pick,yve,mid,1
M197,rrq,pick,granger,gold,1
M197,rrq,pick,kalea,roam,1
M197,ae,pick,badang,exp,0
M197,ae,pick,hayabusa,jungler,0
M197,ae,pick,pharsa,mid,0
M197,ae,pick,moskov,gold,0
M197,ae,pick,franco,roam,0
M198,rrq,ban,baxia,first,1
M198,rrq,ban,joy,first,1
M198,rrq,ban,kalea,first,1
M198,rrq,ban,harith,second,1
M198,rrq,ban,irithel,second,1
M198,ae,ban,chip,first,0
M198,ae,ban,zhuxin,first,0
M198,ae,ban,badang,first,0
M198,ae,ban,fredrinn,second,0
M198,ae,ban,gloo,second,0
M198,rrq,pick,cici,exp,1
M198,rrq,pick,lukas,jungler,1
M198,rrq,pick,pharsa,mid,1
M198,rrq,pick,granger,gold,1
M198,rrq,pick,gatotkaca,roam,1
M198,ae,pick,phoveus,exp,0
M198,ae,pick,hayabusa,jungler,0
M198,ae,pick,kimmy,mid,0
M198,ae,pick,claude,gold,0
M198,ae,pick,khaleed,roam,0
M199,rrq,ban,baxia,first,1
M199,rrq,ban,joy,first,1
M199,rrq,ban,hayabusa,first,1
M199,rrq,ban,ling,second,1
M199,rrq,ban,hanzo,second,1
M199,ae,ban,chip,first,0
M199,ae,ban,zhuxin,first,0
M199,ae,ban,granger,first,0
M199,ae,ban,cici,second,0
M199,ae,ban,badang,second,0
M199,rrq,pick,hilda,exp,1
M199,rrq,pick,lukas,jungler,1
M199,rrq,pick,yve,mid,1
M199,rrq,pick,harith,gold,1
M199,rrq,pick,gatotkaca,roam,1
M199,ae,pick,phoveus,exp,0
M199,ae,pick,lancelot,jungler,0
M199,ae,pick,luo yi,mid,0
M199,ae,pick,wanwan,gold,0
M199,ae,pick,kalea,roam,0
M200,geek,ban,baxia,first,1
M200,geek,ban,joy,first,1
M200,geek,ban,hayabusa,first,1
M200,geek,ban,ling,second,1
M200,geek,ban,badang,second,1
M200,ae,ban,fanny,first,0
M200,ae,ban,suyou,first,0
M200,ae,ban,zhuxin,first,0
M200,ae,ban,pharsa,second,0
M200,ae,ban,valentina,second,0
M200,geek,pick,cici,exp,1
M200,geek,pick,fredrinn,jungler,1
M200,geek,pick,kimmy,mid,1
M200,geek,pick,harith,gold,1
M200,geek,pick,kalea,roam,1
M200,ae,pick,edith,exp,0
M200,ae,pick,hanzo,jungler,0
M200,ae,pick,luo yi,mid,0
M200,ae,pick,granger,gold,0
M200,ae,pick,gatotkaca,roam,0
M201,geek,ban,hayabusa,first,1
M201,geek,ban,baxia,first,1
M201,geek,ban,joy,first,1
M201,geek,ban,moskov,second,1
M201,geek,ban,wanwan,second,1
M201,ae,ban,fanny,first,0
M201,ae,ban,suyou,first,0
M201,ae,ban,fredrinn,first,0
M201,ae,ban,cici,second,0
M201,ae,ban,gloo,second,0
M201,geek,pick,hilda,exp,1
M201,geek,pick,ling,jungler,1
M201,geek,pick,zhuxin,mid,1
M201,geek,pick,harith,gold,1
M201,geek,pick,kalea,roam,1
M201,ae,pick,phoveus,exp,0
M201,ae,pick,leomord,jungler,0
M201,ae,pick,pharsa,mid,0
M201,ae,pick,bruno,gold,0
M201,ae,pick,gatotkaca,roam,0
M202,geek,ban,baxia,first,1
M202,geek,ban,hayabusa,first,1
M202,geek,ban,joy,first,1
M202,geek,ban,valentina,second,1
M202,geek,ban,phoveus,second,1
M202,ae,ban,fanny,first,0
M202,ae,ban,suyou,first,0
M202,ae,ban,fredrinn,first,0
M202,ae,ban,hilda,second,0
M202,ae,ban,zhuxin,second,0
M202,geek,pick,badang,exp,1
M202,geek,pick,lukas,jungler,1
M202,geek,pick,faramis,mid,1
M202,geek,pick,harith,gold,1
M202,geek,pick,chip,roam,1
M202,ae,pick,hylos,exp,0
M202,ae,pick,ling,jungler,0
M202,ae,pick,luo yi,mid,0
M202,ae,pick,granger,gold,0
M202,ae,pick,kalea,roam,0
M203,onic,ban,zhuxin,first,1
M203,onic,ban,chip,first,1
M203,onic,ban,hayabusa,first,1
M203,onic,ban,hilda,second,1
M203,onic,ban,lukas,second,1
M203,rrq,ban,fanny,first,0
M203,rrq,ban,masha,first,0
M203,rrq,ban,luo yi,first,0
M203,rrq,ban,valentina,second,0
M203,rrq,ban,gloo,second,0
M203,onic,pick,phoveus,exp,1
M203,onic,pick,ling,jungler,1
M203,onic,pick,yve,mid,1
M203,onic,pick,harith,gold,1
M203,onic,pick,kalea,roam,1
M203,rrq,pick,cici,exp,0
M203,rrq,pick,baxia,jungler,0
M203,rrq,pick,pharsa,mid,0
M203,rrq,pick,wanwan,gold,0
M203,rrq,pick,gatotkaca,roam,0
M204,onic,ban,hayabusa,first,1
M204,onic,ban,chip,first,1
M204,onic,ban,zhuxin,first,1
M204,onic,ban,lukas,second,1
M204,onic,ban,suyou,second,1
M204,rrq,ban,fanny,first,0
M204,rrq,ban,masha,first,0
M204,rrq,ban,luo yi,first,0
M204,rrq,ban,joy,second,0
M204,rrq,ban,ling,second,0
M204,onic,pick,cici,exp,1
M204,onic,pick,alpha,jungler,1
M204,onic,pick,pharsa,mid,1
M204,onic,pick,irithel,gold,1
M204,onic,pick,kalea,roam,1
M204,rrq,pick,badang,exp,0
M204,rrq,pick,yi sun shin,jungler,0
M204,rrq,pick,valentina,mid,0
M204,rrq,pick,granger,gold,0
M204,rrq,pick,baxia,roam,0
M205,onic,ban,lukas,first,0
M205,onic,ban,zhuxin,first,0
M205,onic,ban,chip,first,0
M205,onic,ban,hilda,second,0
M205,onic,ban,pharsa,second,0
M205,rrq,ban,fanny,first,1
M205,rrq,ban,baxia,first,1
M205,rrq,ban,kimmy,first,1
M205,rrq,ban,gloo,second,1
M205,rrq,ban,chou,second,1
M205,onic,pick,phoveus,exp,0
M205,onic,pick,ling,jungler,0
M205,onic,pick,luo yi,mid,0
M205,onic,pick,harith,gold,0
M205,onic,pick,badang,roam,0
M205,rrq,pick,hylos,exp,1
M205,rrq,pick,joy,jungler,1
M205,rrq,pick,selena,mid,1
M205,rrq,pick,granger,gold,1
M205,rrq,pick,tigreal,roam,1
M206,onic,ban,hayabusa,first,1
M206,onic,ban,chip,first,1
M206,onic,ban,zhuxin,first,1
M206,onic,ban,tigreal,second,1
M206,onic,ban,gloo,second,1
M206,rrq,ban,fanny,first,0
M206,rrq,ban,baxia,first,0
M206,rrq,ban,harith,first,0
M206,rrq,ban,phoveus,second,0
M206,rrq,ban,fredrinn,second,0
M206,onic,pick,masha,exp,1
M206,onic,pick,kaja,jungler,1
M206,onic,pick,luo yi,mid,1
M206,onic,pick,irithel,gold,1
M206,onic,pick,badang,roam,1
M206,rrq,pick,kalea,exp,0
M206,rrq,pick,joy,jungler,0
M206,rrq,pick,selena,mid,0
M206,rrq,pick,granger,gold,0
M206,rrq,pick,gatotkaca,roam,0
M207,rrq,ban,kalea,first,0
M207,rrq,ban,fanny,first,0
M207,rrq,ban,harith,first,0
M207,rrq,ban,kimmy,second,0
M207,rrq,ban,yve,second,0
M207,geek,ban,hayabusa,first,1
M207,geek,ban,baxia,first,1
M207,geek,ban,lukas,first,1
M207,geek,ban,tigreal,second,1
M207,geek,ban,fredrinn,second,1
M207,rrq,pick,phoveus,exp,0
M207,rrq,pick,ling,jungler,0
M207,rrq,pick,zhuxin,mid,0
M207,rrq,pick,granger,gold,0
M207,rrq,pick,ruby,roam,0
M207,geek,pick,gloo,exp,1
M207,geek,pick,joy,jungler,1
M207,geek,pick,luo yi,mid,1
M207,geek,pick,wanwan,gold,1
M207,geek,pick,badang,roam,1
M208,rrq,ban,fanny,first,1
M208,rrq,ban,kalea,first,1
M208,rrq,ban,joy,first,1
M208,rrq,ban,pharsa,second,1
M208,rrq,ban,luo yi,second,1
M208,geek,ban,hayabusa,first,0
M208,geek,ban,lukas,first,0
M208,geek,ban,baxia,first,0
M208,geek,ban,gloo,second,0
M208,geek,ban,fredrinn,second,0
M208,rrq,pick,cici,exp,1
M208,rrq,pick,alpha,jungler,1
M208,rrq,pick,zhuxin,mid,1
M208,rrq,pick,wanwan,gold,1
M208,rrq,pick,gatotkaca,roam,1
M208,geek,pick,phoveus,exp,0
M208,geek,pick,suyou,jungler,0
M208,geek,pick,kimmy,mid,0
M208,geek,pick,harith,gold,0
M208,geek,pick,badang,roam,0
M209,rrq,ban,fanny,first,1
M209,rrq,ban,joy,first,1
M209,rrq,ban,faramis,first,1
M209,rrq,ban,xborg,second,1
M209,rrq,ban,uranus,second,1
M209,geek,ban,hayabusa,first,0
M209,geek,ban,lukas,first,0
M209,geek,ban,baxia,first,0
M209,geek,ban,wanwan,second,0
M209,geek,ban,granger,second,0
M209,rrq,pick,masha,exp,1
M209,rrq,pick,fredrinn,jungler,1
M209,rrq,pick,kimmy,mid,1
M209,rrq,pick,karrie,gold,1
M209,rrq,pick,chip,roam,1
M209,geek,pick,terizla,exp,0
M209,geek,pick,suyou,jungler,0
M209,geek,pick,zhuxin,mid,0
M209,geek,pick,harith,gold,0
M209,geek,pick,kalea,roam,0
M210,rrq,ban,fanny,first,1
M210,rrq,ban,joy,first,1
M210,rrq,ban,kalea,first,1
M210,rrq,ban,cici,second,1
M210,rrq,ban,masha,second,1
M210,geek,ban,lukas,first,0
M210,geek,ban,baxia,first,0
M210,geek,ban,chip,first,0
M210,geek,ban,hayabusa,second,0
M210,geek,ban,gatotkaca,second,0
M210,rrq,pick,phoveus,exp,1
M210,rrq,pick,yi sun shin,jungler,1
M210,rrq,pick,pharsa,mid,1
M210,rrq,pick,harith,gold,1
M210,rrq,pick,hylos,roam,1
M210,geek,pick,gloo,exp,0
M210,geek,pick,fredrinn,jungler,0
M210,geek,pick,luo yi,mid,0
M210,geek,pick,wanwan,gold,0
M210,geek,pick,badang,roam,0
M211,rrq,ban,fanny,first,1
M211,rrq,ban,joy,first,1
M211,rrq,ban,kalea,first,1
M211,rrq,ban,irithel,second,1
M211,rrq,ban,granger,second,1
M211,geek,ban,lukas,first,0
M211,geek,ban,chip,first,0
M211,geek,ban,baxia,first,0
M211,geek,ban,franco,second,0
M211,geek,ban,tigreal,second,0
M211,rrq,pick,gloo,exp,1
M211,rrq,pick,yi sun shin,jungler,1
M211,rrq,pick,pharsa,mid,1
M211,rrq,pick,wanwan,gold,1
M211,rrq,pick,hylos,roam,1
M211,geek,pick,phoveus,exp,0
M211,geek,pick,hayabusa,jungler,0
M211,geek,pick,zhuxin,mid,0
M211,geek,pick,harith,gold,0
M211,geek,pick,chou,roam,0
M212,onic,ban,chip,first,1
M212,onic,ban,zhuxin,first,1
M212,onic,ban,wanwan,first,1
M212,onic,ban,lukas,second,1
M212,onic,ban,yi sun shin,second,1
M212,rrq,ban,fanny,first,0
M212,rrq,ban,pharsa,first,0
M212,rrq,ban,yve,first,0
M212,rrq,ban,hayabusa,second,0
M212,rrq,ban,ling,second,0
M212,onic,pick,gloo,exp,1
M212,onic,pick,lancelot,jungler,1
M212,onic,pick,vexana,mid,1
M212,onic,pick,harith,gold,1
M212,onic,pick,kalea,roam,1
M212,rrq,pick,terizla,exp,0
M212,rrq,pick,joy,jungler,0
M212,rrq,pick,luo yi,mid,0
M212,rrq,pick,moskov,gold,0
M212,rrq,pick,baxia,roam,0
M213,onic,ban,lukas,first,1
M213,onic,ban,chip,first,1
M213,onic,ban,zhuxin,first,1
M213,onic,ban,tigreal,second,1
M213,onic,ban,selena,second,1
M213,rrq,ban,fanny,first,0
M213,rrq,ban,kalea,first,0
M213,rrq,ban,luo yi,first,0
M213,rrq,ban,gloo,second,0
M213,rrq,ban,cici,second,0
M213,onic,pick,baxia,exp,1
M213,onic,pick,joy,jungler,1
M213,onic,pick,pharsa,mid,1
M213,onic,pick,irithel,gold,1
M213,onic,pick,badang,roam,1
M213,rrq,pick,hylos,exp,0
M213,rrq,pick,hayabusa,jungler,0
M213,rrq,pick,yve,mid,0
M213,rrq,pick,harith,gold,0
M213,rrq,pick,franco,roam,0
M214,onic,ban,lukas,first,0
M214,onic,ban,chip,first,0
M214,onic,ban,wanwan,first,0
M214,onic,ban,masha,second,0
M214,onic,ban,tigreal,second,0
M214,rrq,ban,fanny,first,1
M214,rrq,ban,luo yi,first,1
M214,rrq,ban,badang,first,1
M214,rrq,ban,gloo,second,1
M214,rrq,ban,cici,second,1
M214,onic,pick,gatotkaca,exp,0
M214,onic,pick,joy,jungler,0
M214,onic,pick,pharsa,mid,0
M214,onic,pick,irithel,gold,0
M214,onic,pick,khaleed,roam,0
M214,rrq,pick,phoveus,exp,1
M214,rrq,pick,baxia,jungler,1
M214,rrq,pick,valentina,mid,1
M214,rrq,pick,harith,gold,1
M214,rrq,pick,kalea,roam,1
M215,onic,ban,chip,first,0
M215,onic,ban,kalea,first,0
M215,onic,ban,baxia,first,0
M215,onic,ban,hilda,second,0
M215,onic,ban,masha,second,0
M215,rrq,ban,fanny,first,1
M215,rrq,ban,badang,first,1
M215,rrq,ban,luo yi,first,1
M215,rrq,ban,harith,second,1
M215,rrq,ban,cici,second,1
M215,onic,pick,gloo,exp,0
M215,onic,pick,hayabusa,jungler,0
M215,onic,pick,valentina,mid,0
M215,onic,pick,irithel,gold,0
M215,onic,pick,gatotkaca,roam,0
M215,rrq,pick,benedetta,exp,1
M215,rrq,pick,fredrinn,jungler,1
M215,rrq,pick,pharsa,mid,1
M215,rrq,pick,granger,gold,1
M215,rrq,pick,tigreal,roam,1
M216,onic,ban,chip,first,0
M216,onic,ban,lukas,first,0
M216,onic,ban,yi sun shin,first,0
M216,onic,ban,zhuxin,second,0
M216,onic,ban,gloo,second,0
M216,rrq,ban,fanny,first,1
M216,rrq,ban,badang,first,1
M216,rrq,ban,luo yi,first,1
M216,rrq,ban,cici,second,1
M216,rrq,ban,hayabusa,second,1
M216,onic,pick,baxia,exp,0
M216,onic,pick,ling,jungler,0
M216,onic,pick,pharsa,mid,0
M216,onic,pick,harith,gold,0
M216,onic,pick,tigreal,roam,0
M216,rrq,pick,phoveus,exp,1
M216,rrq,pick,joy,jungler,1
M216,rrq,pick,yve,mid,1
M216,rrq,pick,granger,gold,1
M216,rrq,pick,kalea,roam,1
M217,onic,ban,chip,first,1
M217,onic,ban,kalea,first,1
M217,onic,ban,joy,first,1
M217,onic,ban,ling,second,1
M217,onic,ban,yi sun shin,second,1
M217,rrq,ban,fanny,first,0
M217,rrq,ban,badang,first,0
M217,rrq,ban,luo yi,first,0
M217,rrq,ban,cici,second,0
M217,rrq,ban,masha,second,0
M217,onic,pick,gloo,exp,1
M217,onic,pick,alpha,jungler,1
M217,onic,pick,pharsa,mid,1
M217,onic,pick,wanwan,gold,1
M217,onic,pick,chou,roam,1
M217,rrq,pick,benedetta,exp,0
M217,rrq,pick,baxia,jungler,0
M217,rrq,pick,valentina,mid,0
